Guid	Url	Answer	ExtractAnnotation	TargetVariableJson	AnswerJson	ConditionsJson
ad27b9f4-6ddd-11ea-8a3c-ccda262736ce	https://socratic.org/questions/a-5-00-l-container-contains-ch-4-at-35-c-with-a-total-pressure-of-1-81-atm-what-	0.35 atm	start physical_unit 5 5 pressure atm qc_end physical_unit 5 5 1 2 volume qc_end physical_unit 5 5 7 8 temperature qc_end physical_unit 5 5 14 15 total_pressure qc_end physical_unit 5 5 27 28 volume qc_end physical_unit 5 5 30 31 temperature qc_end end	[{"type":"physical unit","value":"Pressure2 [OF] CH4 [IN] atm"}]	[{"type":"physical unit","value":"0.35 atm"}]	[{"type":"physical unit","value":"Volume1 [OF] CH4 [=] \\pu{5.00 L}"},{"type":"physical unit","value":"Temperature1 [OF] CH4 [=] \\pu{35 ℃}"},{"type":"physical unit","value":"Total pressure1 [OF] CH4 [=] \\pu{1.81 atm}"},{"type":"physical unit","value":"Volume2 [OF] CH4 [=] \\pu{25.0 L}"},{"type":"physical unit","value":"Temperature2 [OF] CH4 [=] \\pu{25 ℃}"}]
ad0c82e1-6ddd-11ea-9422-ccda262736ce	https://socratic.org/questions/if-a-buffer-made-by-dissolving-20-0-g-of-sodium-benzoate-144g-mol-and-10-grams-o	4.43	start physical_unit 35 36 ph none qc_end physical_unit 9 10 6 7 mass qc_end physical_unit 9 10 11 12 molar_mass qc_end physical_unit 17 18 14 15 mass qc_end physical_unit 17 18 19 20 molar_mass qc_end substance 22 22 qc_end physical_unit 35 36 28 29 volume qc_end end	[{"type":"physical unit","value":"pH [OF] the buffer"}]	[{"type":"physical unit","value":"4.43"}]	[{"type":"physical unit","value":"Mass [OF] sodium benzoate [=] \\pu{20.0 g}"},{"type":"physical unit","value":"Molar mass [OF] sodium benzoate [=] \\pu{144 g/mol}"},{"type":"physical unit","value":"Mass [OF] benzoic acid [=] \\pu{10 grams}"},{"type":"physical unit","value":"Molar mass [OF] benzoic acid [=] \\pu{122 g/mol}"},{"type":"substance name","value":"Water"},{"type":"physical unit","value":"Volume [OF] the buffer [=] \\pu{500.0 ml}"}]
ab7694b4-6ddd-11ea-97f0-ccda262736ce	https://socratic.org/questions/an-aqueous-solution-of-lead-ii-phosphate-is-added-to-an-aqueous-solution-of-pota	PbHPO4(aq) + 2 KI(aq) -> PbI2(s) + KH2PO4	start chemical_equation qc_end c_other OTHER qc_end end	[{"type":"other","value":"Chemical Equation [OF] the balanced chemical equation"}]	[{"type":"chemical equation","value":"PbHPO4(aq) + 2 KI(aq) -> PbI2(s) + KH2PO4"}]	[{"type":"other","value":"When the two colorless solutions mix, a bright yellow precipitate forms in a double replacement reaction."},{"type":"substance name","value":"Lead II phosphate aqueous solution"},{"type":"substance name","value":"Potassium iodide aqueous solution"}]
aad18ed3-6ddd-11ea-b445-ccda262736ce	https://socratic.org/questions/57c7fc4b11ef6b28d3890fab	116.25 g	start physical_unit 3 4 mass g qc_end physical_unit 14 14 10 11 mass qc_end physical_unit 21 22 17 18 mass qc_end end	[{"type":"physical unit","value":"Mass [OF] ammonium sulfate [IN] g"}]	[{"type":"physical unit","value":"116.25 g"}]	[{"type":"physical unit","value":"Mass [OF] ammonia [=] \\pu{30 g}"},{"type":"physical unit","value":"Mass [OF] sulfuric acid [=] \\pu{196 g}"}]
ab6600c8-6ddd-11ea-9f26-ccda262736ce	https://socratic.org/questions/what-is-the-formula-mass-for-carbon-tetrafloride	88.00 amu	start physical_unit 6 7 molecular_weight amu qc_end substance 6 7 qc_end end	[{"type":"physical unit","value":"Formula mass [OF] carbon tetrafloride [IN] amu"}]	[{"type":"physical unit","value":"88.00 amu"}]	[{"type":"substance name","value":"Carbon tetrafloride"}]
aaf573ee-6ddd-11ea-a5b2-ccda262736ce	https://socratic.org/questions/find-the-molecular-formula-of-an-acid-with-a-molar-mass-of-98-grams-per-moles-an	H2SO4	start chemical_formula qc_end physical_unit 24 25 12 15 molar_mass qc_end end	[{"type":"other","value":"Chemical Formula [OF] the acid [IN] molecular"}]	[{"type":"chemical equation","value":"H2SO4"}]	[{"type":"physical unit","value":"Molar mass [OF] the acid [=] \\pu{98 grams per moles}"},{"type":"physical unit","value":"Percentage composition [OF] hydrogen in the acid [=] \\pu{2%}"},{"type":"physical unit","value":"Percentage composition [OF] sulphur in the acid [=] \\pu{33%}"},{"type":"physical unit","value":"Percentage composition [OF] oxygen in the acid [=] \\pu{65%}"}]
a875a94c-6ddd-11ea-b15f-ccda262736ce	https://socratic.org/questions/59a4324d7c014974b1114933	48 × 10^23	start physical_unit 2 3 number none qc_end physical_unit 10 11 6 7 quantity qc_end end	[{"type":"physical unit","value":"number [OF] oxygen atoms"}]	[{"type":"physical unit","value":"48 × 10^23"}]	[{"type":"physical unit","value":"quantity [OF] carbon dioxide [=] \\pu{8 mole}"}]
ab230f6f-6ddd-11ea-8949-ccda262736ce	https://socratic.org/questions/if-i-have-45-liters-of-helium-in-a-balloon-at-25-degress-celcius-and-increase-th	49.53 L	start physical_unit 6 6 volume l qc_end physical_unit 6 6 3 4 volume qc_end physical_unit 6 6 11 13 temperature qc_end physical_unit 6 6 19 21 temperature qc_end end	[{"type":"physical unit","value":"Volume2 [OF] helium [IN] L"}]	[{"type":"physical unit","value":"49.53 L"}]	[{"type":"physical unit","value":"Volume1 [OF] helium [=] \\pu{45 liters}"},{"type":"physical unit","value":"Temperature1 [OF] helium [=] \\pu{25 degress celcius}"},{"type":"physical unit","value":"Temperature2 [OF] helium [=] \\pu{55 degrees celcius}"}]
aca33a69-6ddd-11ea-85c1-ccda262736ce	https://socratic.org/questions/what-is-the-percentage-of-water-in-mn-2-co-3-3-8h-2o	55.63%	start physical_unit 5 7 percent none qc_end chemical_equation 7 7 qc_end end	[{"type":"physical unit","value":"Percentage [OF] water in MnCO3.8H2O"}]	[{"type":"physical unit","value":"55.63%"}]	[{"type":"chemical equation","value":"MnCO3.8H2O"}]
a92f2239-6ddd-11ea-a350-ccda262736ce	https://socratic.org/questions/5856a8c1b72cff6a47c93077	2.47 kJ	start physical_unit 10 10 heat_energy kj qc_end physical_unit 10 10 7 8 volume qc_end end	[{"type":"physical unit","value":"Absorbed energy [OF] nitrogen  [IN] kJ"}]	[{"type":"physical unit","value":"2.47 kJ"}]	[{"type":"physical unit","value":"Volume [OF] nitrogen [=] \\pu{6.03 L}"}]
a96e467a-6ddd-11ea-8513-ccda262736ce	https://socratic.org/questions/to-reduce-16-ounces-of-a-25-solution-of-antiseptic-to-a-10-solution-how-much-dis	24 ounces	start physical_unit 16 17 mass oz qc_end physical_unit 7 7 2 3 mass qc_end physical_unit 9 9 6 6 percent qc_end physical_unit 9 9 12 12 percent qc_end end	[{"type":"physical unit","value":"Added mass [OF] distilled water [IN] ounces"}]	[{"type":"physical unit","value":"24 ounces"}]	[{"type":"physical unit","value":"Mass1 [OF] antiseptic solution [=] \\pu{16 ounces}"},{"type":"physical unit","value":"Percent1 [OF] antiseptic in solution [=] \\pu{25%}"},{"type":"physical unit","value":"Percent2 [OF] antiseptic in solution [=] \\pu{10%}"}]
ac17b45a-6ddd-11ea-ae82-ccda262736ce	https://socratic.org/questions/590f404b7c01491563104c53	C6H12O6	start chemical_formula qc_end physical_unit 7 7 21 22 molecular_weight qc_end end	[{"type":"other","value":"Chemical Formula [OF] the material [IN] molecular"}]	[{"type":"chemical equation","value":"C6H12O6"}]	[{"type":"physical unit","value":"Percentage composition [OF] C in the material [=] \\pu{40.5%}"},{"type":"physical unit","value":"Percentage composition [OF] H in the material [=] \\pu{6.67%}"},{"type":"physical unit","value":"Percentage composition [OF] O in the material [=] \\pu{53.33%}"},{"type":"physical unit","value":"Molecular mass [OF] the material [=] \\pu{180.0 g/mol}"}]
aabe432e-6ddd-11ea-ba2f-ccda262736ce	https://socratic.org/questions/what-is-the-molarity-of-a-500-0-ml-solution-containing-0-75-moles-of-solute	1.50 M	start physical_unit 8 8 molarity mol/l qc_end physical_unit 8 8 6 7 volume qc_end physical_unit 13 13 10 11 mole qc_end end	[{"type":"physical unit","value":"Molarity [OF] the solution [IN] M"}]	[{"type":"physical unit","value":"1.50 M"}]	[{"type":"physical unit","value":"Volume [OF] the solution [=] \\pu{500.0 mL}"},{"type":"physical unit","value":"Mole [OF] solute [=] \\pu{0.75 moles}"}]
ace0fc68-6ddd-11ea-bb71-ccda262736ce	https://socratic.org/questions/a-mole-of-o-atoms-contains-how-many-atoms	6.02 × 10^23	start physical_unit 3 4 number none qc_end end	[{"type":"physical unit","value":"Number [OF] O atoms"}]	[{"type":"physical unit","value":"6.02 × 10^23"}]	[{"type":"physical unit","value":"Mole [OF] O atoms [=] \\pu{1 mole}"}]
a9e1faad-6ddd-11ea-9151-ccda262736ce	https://socratic.org/questions/how-many-grams-in-113-5-moles-of-lino-3	7830 grams	start physical_unit 7 7 mass g qc_end physical_unit 7 7 4 5 mole qc_end end	[{"type":"physical unit","value":"Mass [OF] LiNO3 [IN] grams"}]	[{"type":"physical unit","value":"7830 grams"}]	[{"type":"physical unit","value":"Mole [OF] LiNO3 [=] \\pu{113.5 moles}"}]
a9664dca-6ddd-11ea-ac17-ccda262736ce	https://socratic.org/questions/an-naoh-solution-contains-1-90-mol-of-naoh-and-its-concentration-is-0-555-m-what	3.42 L	start physical_unit 1 2 volume l qc_end physical_unit 1 1 4 5 mole qc_end physical_unit 1 2 12 13 concentration qc_end end	[{"type":"physical unit","value":"Volume [OF] NaOH solution [IN] L"}]	[{"type":"physical unit","value":"3.42 L"}]	[{"type":"physical unit","value":"Mole [OF] NaOH [=] \\pu{1.90 mol}"},{"type":"physical unit","value":"Concentration [OF] NaOH solution [=] \\pu{0.555 M}"}]
a8f641cd-6ddd-11ea-967e-ccda262736ce	https://socratic.org/questions/595e6a0511ef6b6157c52c27	85 g	start physical_unit 12 12 mass g qc_end physical_unit 5 5 1 2 mass qc_end physical_unit 18 18 16 16 w/w qc_end substance 12 12 qc_end end	[{"type":"physical unit","value":"Mass [OF] water [IN] g"}]	[{"type":"physical unit","value":"85 g"}]	[{"type":"physical unit","value":"Mass [OF] solute [=] \\pu{15 g}"},{"type":"physical unit","value":"w/w [OF] solution [=] \\pu{15%}"},{"type":"substance name","value":"Water"}]
ac5f0d6e-6ddd-11ea-b32e-ccda262736ce	https://socratic.org/questions/what-is-the-ph-of-a-043-m-hcl-solution	1.37	start physical_unit 8 9 ph none qc_end physical_unit 8 9 6 7 molarity qc_end end	[{"type":"physical unit","value":"pH [OF] HCl solution"}]	[{"type":"physical unit","value":"1.37"}]	[{"type":"physical unit","value":"Molarity [OF] HCl solution [=] \\pu{0.043 M}"}]
a9b4864b-6ddd-11ea-80f4-ccda262736ce	https://socratic.org/questions/how-many-carbon-atoms-are-represented-by-c-2h-5-2nch-3	5	start physical_unit 2 3 number none qc_end chemical_equation 7 7 qc_end end	[{"type":"physical unit","value":"Number [OF] carbon atoms"}]	[{"type":"physical unit","value":"5"}]	[{"type":"chemical equation","value":"(C2H5)2NCH3"}]
a91c20ac-6ddd-11ea-805e-ccda262736ce	https://socratic.org/questions/what-is-the-oh-for-a-solution-at-25-c-that-has-a-h-3o-of-5-36-times-10-5	1.87 × 10^(-10) M	start physical_unit 5 6 [oh-] mol/l qc_end physical_unit 5 6 15 18 [h3o+] qc_end physical_unit 5 6 8 9 temperature qc_end end	[{"type":"physical unit","value":"[OH−] [OF] a solution [IN] M"}]	[{"type":"physical unit","value":"1.87 × 10^(-10) M"}]	[{"type":"physical unit","value":"[H3O+] [OF] a solution [=] \\pu{5.36 × 10^(-5) M}"},{"type":"physical unit","value":"Temperature [OF] a solution [=] \\pu{25 ℃}"}]
aa8ba6f8-6ddd-11ea-9824-ccda262736ce	https://socratic.org/questions/what-is-the-molarity-of-a-solution-of-ammonium-chloride-prepared-by-diluting-50-	0.09 M	start physical_unit 19 20 molarity mol/l qc_end physical_unit 19 20 17 18 molarity qc_end physical_unit 19 20 13 14 volume qc_end physical_unit 19 20 22 23 volume qc_end end	[{"type":"physical unit","value":"Molarity2 [OF] NH4Cl solution [IN] M"}]	[{"type":"physical unit","value":"0.09 M"}]	[{"type":"physical unit","value":"Molarity1 [OF] NH4Cl solution [=] \\pu{3.79 M}"},{"type":"physical unit","value":"Volume1 [OF] NH4Cl solution [=] \\pu{50.00 mL}"},{"type":"physical unit","value":"Volume2 [OF] NH4Cl solution [=] \\pu{2.00 L}"}]
a8d86d40-6ddd-11ea-9a24-ccda262736ce	https://socratic.org/questions/599907b87c014904aab5606f	2	start physical_unit 6 6 ph none qc_end physical_unit 13 13 8 9 volume qc_end physical_unit 13 13 15 16 molarity qc_end physical_unit 18 18 8 9 volume qc_end physical_unit 18 18 20 21 molarity qc_end end	[{"type":"physical unit","value":"pH [OF] solution"}]	[{"type":"physical unit","value":"2"}]	[{"type":"physical unit","value":"Volume [OF] HCl(aq) [=] \\pu{100 mL}"},{"type":"physical unit","value":"Molarity [OF] HCl(aq) [=] \\pu{0.20 mol/L}"},{"type":"physical unit","value":"Volume [OF] NaOH(aq) [=] \\pu{100 mL}"},{"type":"physical unit","value":"Molarity [OF] NaOH(aq) [=] \\pu{0.18 mol/L}"}]
ac5c1a06-6ddd-11ea-8619-ccda262736ce	https://socratic.org/questions/a-compound-is-53-31-c-11-18-h-and-35-51-o-by-mass-what-is-its-empirical-formula	C2H5O	start chemical_formula qc_end end	[{"type":"other","value":"Chemical Formula [OF] the compound [IN] empirical"}]	[{"type":"chemical equation","value":"C2H5O"}]	[{"type":"physical unit","value":"Percent by mass [OF] C in the compound [=] \\pu{53.31%}"},{"type":"physical unit","value":"Percent by mass [OF] H in the compound [=] \\pu{11.18%}"},{"type":"physical unit","value":"Percent by mass [OF] O in the compound [=] \\pu{35.51%}"}]
acde559c-6ddd-11ea-8e9e-ccda262736ce	https://socratic.org/questions/to-what-volume-should-you-dilute-55-ml-of-a-11-m-stock-hno-3-solution-to-obtain-	4.42 L	start physical_unit 13 14 volume l qc_end physical_unit 12 14 6 7 volume qc_end physical_unit 12 14 10 11 molarity qc_end physical_unit 13 14 18 19 molarity qc_end end	[{"type":"physical unit","value":"Volume2 [OF] HNO3 solution [IN] L"}]	[{"type":"physical unit","value":"4.42 L"}]	[{"type":"physical unit","value":"Volume1 [OF] stock HNO3 solution [=] \\pu{55 mL}"},{"type":"physical unit","value":"Molarity1 [OF] stock HNO3 solution [=] \\pu{11 M}"},{"type":"physical unit","value":"Molarity2 [OF] HNO3 solution [=] \\pu{0.137 M}"}]
a96c4d34-6ddd-11ea-8139-ccda262736ce	https://socratic.org/questions/what-is-the-specific-heat-of-a-substance-if-1560-cal-are-required-to-raise-the-t	0.33 cal/(g * ℃)	start physical_unit 6 7 specific_heat cal/(g_·_°c) qc_end physical_unit 6 7 9 10 energy qc_end physical_unit 6 7 23 24 temperature qc_end physical_unit 6 7 19 20 mass qc_end end	[{"type":"physical unit","value":"Specific heat [OF] a substance [IN] cal/(g * ℃)"}]	[{"type":"physical unit","value":"0.33 cal/(g * ℃)"}]	[{"type":"physical unit","value":"Required energy [OF] a substance [=] \\pu{1560 cal}"},{"type":"physical unit","value":"Raised temperature [OF] a substance [=] \\pu{15 ℃}"},{"type":"physical unit","value":"Mass [OF] a substance sample [=] \\pu{312 g}"}]
aa4b0bba-6ddd-11ea-96fd-ccda262736ce	https://socratic.org/questions/59b73a337c014903b4ce4fd8	1154.59 kJ	start physical_unit 10 10 energy kj qc_end physical_unit 10 10 7 8 mass qc_end physical_unit 12 12 14 15 temperature qc_end physical_unit 10 10 18 21 specific_heat_capacity qc_end end	[{"type":"physical unit","value":"Required energy [OF] water [IN] kJ"}]	[{"type":"physical unit","value":"1154.59 kJ"}]	[{"type":"physical unit","value":"Mass [OF] water [=] \\pu{429 g}"},{"type":"physical unit","value":"Temperature [OF] steam [=] \\pu{156 ℃}"},{"type":"physical unit","value":"C [OF] water [=] \\pu{4.184 J/(℃ * mol)}"},{"type":"physical unit","value":"C [OF] vapour [=] \\pu{2.078 J/(℃ * mol)}"},{"type":"physical unit","value":"Delta_{vap}H [OF] the reaction [=] \\pu{2257 J/g}"}]
ab23ab65-6ddd-11ea-8790-ccda262736ce	https://socratic.org/questions/gas-samples-a-b-c-are-contained-at-stp-partial-pressure-of-sample-a-is-38-0-kpa-	44.3 kPa	start physical_unit 29 30 partial_pressure kpa qc_end c_other STP qc_end physical_unit 12 13 15 16 partial_pressure qc_end physical_unit 18 19 21 22 partial_pressure qc_end end	[{"type":"physical unit","value":"Partial pressure [OF] sample C [IN] kPa"}]	[{"type":"physical unit","value":"44.3 kPa"}]	[{"type":"other","value":"STP"},{"type":"physical unit","value":"Partial pressure [OF] sample A [=] \\pu{38.0 kPa}"},{"type":"physical unit","value":"Partial pressure [OF] sample B [=] \\pu{19.0 kPa}"}]
abd0a0b1-6ddd-11ea-abdc-ccda262736ce	https://socratic.org/questions/572c0c3511ef6b72467484b1	3 N2H4(g) + 4 ClO3-(aq) -> 6 NO(g) + 6 H2O(l) + 4 Cl-(aq)	start chemical_equation qc_end substance 2 2 qc_end substance 4 4 qc_end chemical_equation 7 7 qc_end substance 9 10 qc_end end	[{"type":"other","value":"Chemical Equation [OF] the equation"}]	[{"type":"chemical equation","value":"3 N2H4(g) + 4 ClO3-(aq) -> 6 NO(g) + 6 H2O(l) + 4 Cl-(aq)"}]	[{"type":"substance name","value":"Chlorate"},{"type":"substance name","value":"Hydrazine"},{"type":"chemical equation","value":"NO"},{"type":"substance name","value":"Chloride anion"}]
a8f5f45b-6ddd-11ea-a63d-ccda262736ce	https://socratic.org/questions/if-10-drops-of-pyruvic-acid-hc-3h-3o-3-are-titrated-with-20-drops-of-0-25-m-naoh	0.50 M	start physical_unit 22 25 molarity mol/l qc_end physical_unit 15 15 13 14 molarity qc_end physical_unit 15 15 10 11 volume qc_end physical_unit 6 6 1 2 volume qc_end end	[{"type":"physical unit","value":"Molar concentration [OF] the pyruvic acid solution [IN] M"}]	[{"type":"physical unit","value":"0.50 M"}]	[{"type":"physical unit","value":"Molarity [OF] NaOH [=] \\pu{0.25 M}"},{"type":"physical unit","value":"Volume [OF] NaOH [=] \\pu{20 drops}"},{"type":"physical unit","value":"Volume [OF] HC3H3O3 [=] \\pu{10 drops}"}]
ab1bc978-6ddd-11ea-9816-ccda262736ce	https://socratic.org/questions/when-2-moles-of-h-2-g-and-1-mole-of-o-2-g-react-to-give-liquid-water-572-kj-of-h	276 kJ	start physical_unit 13 14 thermochemical_equation kj qc_end physical_unit 4 4 1 2 mole qc_end physical_unit 9 9 6 7 mole qc_end chemical_equation 20 26 qc_end physical_unit 13 14 6 7 mole qc_end end	[{"type":"physical unit","value":"Themochemical eq. [OF] liquid water [IN] kJ"}]	[{"type":"physical unit","value":"276 kJ"}]	[{"type":"physical unit","value":"Mole [OF] H2(g) [=] \\pu{2 moles}"},{"type":"physical unit","value":"Mole [OF] O2(g) [=] \\pu{1 mole}"},{"type":"physical unit","value":"Evolved heat [OF] the reaction [=] \\pu{572 kJ}"},{"type":"chemical equation","value":"2 H2(g) + O2(g) -> 2 H2O(l)"},{"type":"physical unit","value":"Mole [OF] liquid water [=] \\pu{1 mole}"}]
a9fb9f8a-6ddd-11ea-9658-ccda262736ce	https://socratic.org/questions/if-26-03-g-of-water-showed-a-temperature-increase-of-102-c-upon-addition-of-hot-	11.15 kJ	start physical_unit 4 4 heat_energy kj qc_end physical_unit 4 4 1 2 mass qc_end physical_unit 4 4 10 11 temperature qc_end end	[{"type":"physical unit","value":"Heat change [OF] water [IN] kJ"}]	[{"type":"physical unit","value":"11.15 kJ"}]	[{"type":"physical unit","value":"Mass [OF] water [=] \\pu{26.03 g}"},{"type":"physical unit","value":"Increased temperature [OF] water [=] \\pu{102 ℃}"}]
abfd987a-6ddd-11ea-b7c9-ccda262736ce	https://socratic.org/questions/an-exothermic-reaction-releases-86-5-kj-how-many-kilocalories-of-energy-are-rele	20.67 kilocalories	start physical_unit 1 2 heat_energy kcal qc_end physical_unit 1 2 4 5 heat_energy qc_end end	[{"type":"physical unit","value":"Released energy [OF] the exothermic reaction [IN] kilocalories"}]	[{"type":"physical unit","value":"20.67 kilocalories"}]	[{"type":"physical unit","value":"Released energy [OF] the exothermic reaction [=] \\pu{86.5 kJ}"}]
a989abdc-6ddd-11ea-b9f0-ccda262736ce	https://socratic.org/questions/water-2290-g-is-heated-until-it-just-begins-to-boil-if-the-water-absorbs-5-47x10	42.86 ℃	start physical_unit 12 13 temperature °c qc_end c_other OTHER qc_end physical_unit 0 0 1 2 mass qc_end physical_unit 12 13 15 18 heat_energy qc_end end	[{"type":"physical unit","value":"Temperature1 [OF] the water [IN] ℃"}]	[{"type":"physical unit","value":"42.86 ℃"}]	[{"type":"other","value":"Water is heated until it just begins to boil."},{"type":"physical unit","value":"Mass [OF] water [=] \\pu{2290 g}"},{"type":"physical unit","value":"Absorbed heat [OF] the water [=] \\pu{5.47 × 10^5 J}"}]
